"uid" "id" "symbol" "ensembleid"
"4423" 4423 9547 "CXCL14" "9606.ENSP00000337065"
"4424" 4424 7771 "ZNF112" "9606.ENSP00000337081"
"4425" 4425 4221 "MEN1" "9606.ENSP00000337088"
"4426" 4426 1103 "CHAT" "9606.ENSP00000337103"
"4427" 4427 6940 "ZNF354A" "9606.ENSP00000337122"
"4428" 4428 1908 "EDN3" "9606.ENSP00000337128"
"4429" 4429 2036 "EPB41L1" "9606.ENSP00000337168"
"4434" 4434 144348 "ZNF664" "9606.ENSP00000337320"
"4435" 4435 51548 "SIRT6" "9606.ENSP00000337332"
"4436" 4436 9376 "SLC22A8" "9606.ENSP00000337335"
"4437" 4437 219541 "MED19" "9606.ENSP00000337340"
"4438" 4438 84124 "ZNF394" "9606.ENSP00000337363"
"4439" 4439 7767 "ZNF224" "9606.ENSP00000337368"
"4440" 4440 114548 "NLRP3" "9606.ENSP00000337383"
"4441" 4441 677 "ZFP36L1" "9606.ENSP00000337386"
"4442" 4442 8409 "UXT" "9606.ENSP00000337393"
"4443" 4443 112744 "IL17F" "9606.ENSP00000337432"
"4446" 4446 2042 "EPHA3" "9606.ENSP00000337451"
"4447" 4447 4842 "NOS1" "9606.ENSP00000337459"
"4448" 4448 388569 "ZNF324B" "9606.ENSP00000337473"
"4452" 4452 84333 "PCGF5" "9606.ENSP00000337500"
"4453" 4453 10011 "SRA1" "9606.ENSP00000337513"
"4454" 4454 147694 "ZNF548" "9606.ENSP00000337555"
"4455" 4455 5529 "PPP2R5E" "9606.ENSP00000337641"
"4456" 4456 9166 "EBAG9" "9606.ENSP00000337675"
"4457" 4457 225689 "MAPK15" "9606.ENSP00000337691"
"4458" 4458 1641 "DCX" "9606.ENSP00000337697"
"4459" 4459 57104 "PNPLA2" "9606.ENSP00000337701"
"4460" 4460 84100 "ARL6" "9606.ENSP00000337722"
"4461" 4461 7753 "ZNF202" "9606.ENSP00000337724"
"4462" 4462 8165 "AKAP1" "9606.ENSP00000337736"
"4463" 4463 51477 "ISYNA1" "9606.ENSP00000337746"
"4464" 4464 5873 "RAB27A" "9606.ENSP00000337761"
"4465" 4465 55367 "PIDD1" "9606.ENSP00000337797"
"4466" 4466 64386 "MMP25" "9606.ENSP00000337816"
"4467" 4467 3932 "LCK" "9606.ENSP00000337825"
"4468" 4468 57142 "RTN4" "9606.ENSP00000337838"
"4469" 4469 79177 "ZNF576" "9606.ENSP00000337852"
"4470" 4470 7189 "TRAF6" "9606.ENSP00000337853"
"4471" 4471 5017 "OVOL1" "9606.ENSP00000337862"
"4472" 4472 10608 "MXD4" "9606.ENSP00000337889"
"4473" 4473 143098 "MPP7" "9606.ENSP00000337907"
"4474" 4474 1576 "CYP3A4" "9606.ENSP00000337915"
"4475" 4475 3363 "HTR7" "9606.ENSP00000337949"
"4476" 4476 50615 "IL21R" "9606.ENSP00000338010"
"4477" 4477 3091 "HIF1A" "9606.ENSP00000338018"
"4478" 4478 3300 "DNAJB2" "9606.ENSP00000338019"
"4479" 4479 1981 "EIF4G1" "9606.ENSP00000338020"
"4480" 4480 196403 "DTX3" "9606.ENSP00000338050"
"4481" 4481 554 "AVPR2" "9606.ENSP00000338072"
"4482" 4482 3048 "HBG2" "9606.ENSP00000338082"
"4483" 4483 7016 "TESK1" "9606.ENSP00000338127"
"4484" 4484 3824 "KLRD1" "9606.ENSP00000338130"
"4485" 4485 7704 "ZBTB16" "9606.ENSP00000338157"
"4486" 4486 -1 "-1" "9606.ENSP00000338160"
"4487" 4487 8631 "SKAP1" "9606.ENSP00000338171"
"4488" 4488 23236 "PLCB1" "9606.ENSP00000338185"
"4489" 4489 -1 "-1" "9606.ENSP00000338190"
"4490" 4490 4004 "LMO1" "9606.ENSP00000338207"
"4491" 4491 55205 "ZNF532" "9606.ENSP00000338217"
"4492" 4492 92140 "MTDH" "9606.ENSP00000338235"
"4493" 4493 23462 "HEY1" "9606.ENSP00000338272"
"4494" 4494 4862 "NPAS2" "9606.ENSP00000338283"
"4495" 4495 64412 "GZF1" "9606.ENSP00000338290"
"4496" 4496 140823 "ROMO1" "9606.ENSP00000338293"
"4497" 4497 6622 "SNCA" "9606.ENSP00000338345"
"4498" 4498 7327 "UBE2G2" "9606.ENSP00000338348"
"4499" 4499 9369 "NRXN3" "9606.ENSP00000338349"
"4500" 4500 5269 "SERPINB6" "9606.ENSP00000338358"
"4501" 4501 7317 "UBA1" "9606.ENSP00000338413"
"4502" 4502 3185 "HNRNPF" "9606.ENSP00000338477"
"4503" 4503 2246 "FGF1" "9606.ENSP00000338548"
"4504" 4504 6809 "STX3" "9606.ENSP00000338562"
"4505" 4505 9886 "RHOBTB1" "9606.ENSP00000338671"
"4506" 4506 27031 "NPHP3" "9606.ENSP00000338766"
"4507" 4507 55616 "ASAP3" "9606.ENSP00000338769"
"4508" 4508 147923 "ZNF420" "9606.ENSP00000338770"
"4509" 4509 53335 "BCL11A" "9606.ENSP00000338774"
"4510" 4510 3572 "IL6ST" "9606.ENSP00000338799"
"4511" 4511 166793 "ZBTB49" "9606.ENSP00000338807"
"4512" 4512 114904 "C1QTNF6" "9606.ENSP00000338812"
"4513" 4513 -1 "-1" "9606.ENSP00000338838"
"4514" 4514 55311 "ZNF444" "9606.ENSP00000338860"
"4515" 4515 10235 "RASGRP2" "9606.ENSP00000338864"
"4516" 4516 55144 "LRRC8D" "9606.ENSP00000338887"
"4517" 4517 25946 "ZNF385A" "9606.ENSP00000338927"
"4518" 4518 7430 "EZR" "9606.ENSP00000338934"
"4519" 4519 395 "ARHGAP6" "9606.ENSP00000338967"
"4520" 4520 203068 "TUBB" "9606.ENSP00000339001"
"4521" 4521 2290 "FOXG1" "9606.ENSP00000339004"
"4522" 4522 2885 "GRB2" "9606.ENSP00000339007"
"4523" 4523 80829 "ZFP91" "9606.ENSP00000339030"
"4524" 4524 65999 "LRRC61" "9606.ENSP00000339047"
"4525" 4525 6201 "RPS7" "9606.ENSP00000339095"
"4526" 4526 64682 "ANAPC1" "9606.ENSP00000339109"
"4527" 4527 339768 "ESPNL" "9606.ENSP00000339115"
"4528" 4528 3266 "ERAS" "9606.ENSP00000339136"
"4529" 4529 283629 "TSSK4" "9606.ENSP00000339179"
"4530" 4530 9402 "GRAP2" "9606.ENSP00000339186"
"4531" 4531 857 "CAV1" "9606.ENSP00000339191"
"4532" 4532 7204 "TRIO" "9606.ENSP00000339299"
"4533" 4533 7621 "ZNF70" "9606.ENSP00000339314"
"4534" 4534 5329 "PLAUR" "9606.ENSP00000339328"
"4535" 4535 -1 "-1" "9606.ENSP00000339353"
"4536" 4536 6002 "RGS12" "9606.ENSP00000339381"
"4537" 4537 60437 "CDH26" "9606.ENSP00000339390"
"4538" 4538 1235 "CCR6" "9606.ENSP00000339393"
"4539" 4539 1429 "CRYZ" "9606.ENSP00000339399"
"4540" 4540 8835 "SOCS2" "9606.ENSP00000339428"
"4541" 4541 391 "RHOG" "9606.ENSP00000339467"
"4542" 4542 93550 "ZFAND4" "9606.ENSP00000339484"
"4543" 4543 25920 "NELFB" "9606.ENSP00000339495"
"4544" 4544 6251 "RSU1" "9606.ENSP00000339521"
"4545" 4545 2309 "FOXO3" "9606.ENSP00000339527"
"4546" 4546 3006 "HIST1H1C" "9606.ENSP00000339566"
"4547" 4547 203523 "ZNF449" "9606.ENSP00000339585"
"4548" 4548 1687 "DFNA5" "9606.ENSP00000339587"
"4549" 4549 3805 "KIR2DL4" "9606.ENSP00000339634"
"4550" 4550 9541 "CIR1" "9606.ENSP00000339723"
"4551" 4551 401994 "OR14I1" "9606.ENSP00000339726"
"4552" 4552 7060 "THBS4" "9606.ENSP00000339730"
"4553" 4553 817 "CAMK2D" "9606.ENSP00000339740"
"4554" 4554 56978 "PRDM8" "9606.ENSP00000339764"
"4555" 4555 163059 "ZNF433" "9606.ENSP00000339767"
"4556" 4556 2182 "ACSL4" "9606.ENSP00000339787"
"4557" 4557 6129 "RPL7" "9606.ENSP00000339795"
"4558" 4558 85480 "TSLP" "9606.ENSP00000339804"
"4559" 4559 339327 "ZNF546" "9606.ENSP00000339823"
"4560" 4560 2261 "FGFR3" "9606.ENSP00000339824"
"4561" 4561 118788 "PIK3AP1" "9606.ENSP00000339826"
"4562" 4562 440093 "H3F3C" "9606.ENSP00000339835"
"4563" 4563 29102 "DROSHA" "9606.ENSP00000339845"
"4564" 4564 5078 "PAX4" "9606.ENSP00000339906"
"4565" 4565 23767 "FLRT3" "9606.ENSP00000339912"
"4566" 4566 3985 "LIMK2" "9606.ENSP00000339916"
"4567" 4567 143570 "XRRA1" "9606.ENSP00000339918"
"4568" 4568 283455 "KSR2" "9606.ENSP00000339952"
"4569" 4569 11188 "NISCH" "9606.ENSP00000339958"
"4570" 4570 3762 "KCNJ5" "9606.ENSP00000339960"
"4571" 4571 254272 "TBC1D28" "9606.ENSP00000339973"
"4572" 4572 4602 "MYB" "9606.ENSP00000339992"
"4573" 4573 163050 "ZNF564" "9606.ENSP00000340004"
"4574" 4574 3329 "HSPD1" "9606.ENSP00000340019"
"4575" 4575 -1 "-1" "9606.ENSP00000340089"
"4576" 4576 9516 "LITAF" "9606.ENSP00000340118"
"4577" 4577 10842 "PPP1R17" "9606.ENSP00000340125"
"4578" 4578 163087 "ZNF383" "9606.ENSP00000340132"
"4579" 4579 126231 "ZNF573" "9606.ENSP00000340171"
"4580" 4580 2358 "FPR2" "9606.ENSP00000340191"
"4581" 4581 966 "CD59" "9606.ENSP00000340210"
"4582" 4582 57826 "RAP2C" "9606.ENSP00000340274"
"4583" 4583 11315 "PARK7" "9606.ENSP00000340278"
"4584" 4584 1982 "EIF4G2" "9606.ENSP00000340281"
"4585" 4585 8788 "DLK1" "9606.ENSP00000340292"
"4586" 4586 9639 "ARHGEF10" "9606.ENSP00000340297"
"4587" 4587 7335 "UBE2V1" "9606.ENSP00000340305"
"4588" 4588 60506 "NYX" "9606.ENSP00000340328"
"4589" 4589 10524 "KAT5" "9606.ENSP00000340330"
"4590" 4590 6932 "TCF7" "9606.ENSP00000340347"
"4591" 4591 93 "ACVR2B" "9606.ENSP00000340361"
"4592" 4592 6609 "SMPD1" "9606.ENSP00000340409"
"4593" 4593 5910 "RAP1GDS1" "9606.ENSP00000340454"
"4594" 4594 57402 "S100A14" "9606.ENSP00000340463"
"4595" 4595 8805 "TRIM24" "9606.ENSP00000340507"
"4596" 4596 7561 "ZNF14" "9606.ENSP00000340514"
"4597" 4597 166824 "RASSF6" "9606.ENSP00000340578"
"4598" 4598 89910 "UBE3B" "9606.ENSP00000340596"
"4599" 4599 10110 "SGK2" "9606.ENSP00000340608"
"4600" 4600 338599 "DUPD1" "9606.ENSP00000340609"
"4601" 4601 23784 "POTEH" "9606.ENSP00000340610"
"4602" 4602 64100 "ELSPBP1" "9606.ENSP00000340660"
"4603" 4603 7479 "WNT8B" "9606.ENSP00000340677"
"4604" 4604 55552 "ZNF823" "9606.ENSP00000340683"
"4605" 4605 4128 "MAOA" "9606.ENSP00000340684"
"4606" 4606 1978 "EIF4EBP1" "9606.ENSP00000340691"
"4607" 4607 10755 "GIPC1" "9606.ENSP00000340698"
"4608" 4608 57117 "INTS12" "9606.ENSP00000340737"
"4609" 4609 85440 "DOCK7" "9606.ENSP00000340742"
"4610" 4610 347468 "OR13H1" "9606.ENSP00000340748"
"4611" 4611 7678 "ZNF124" "9606.ENSP00000340749"
"4612" 4612 80320 "SP6" "9606.ENSP00000340799"
"4613" 4613 4137 "MAPT" "9606.ENSP00000340820"
"4614" 4614 26578 "OSTF1" "9606.ENSP00000340836"
"4615" 4615 285268 "ZNF621" "9606.ENSP00000340841"
"4616" 4616 114897 "C1QTNF1" "9606.ENSP00000340864"
"4617" 4617 4208 "MEF2C" "9606.ENSP00000340874"
"4618" 4618 5810 "RAD1" "9606.ENSP00000340879"
"4619" 4619 9070 "ASH2L" "9606.ENSP00000340896"
"4620" 4620 7225 "TRPC6" "9606.ENSP00000340913"
"4621" 4621 1758 "DMP1" "9606.ENSP00000340935"
"4622" 4622 1395 "CRHR2" "9606.ENSP00000340943"
"4623" 4623 5781 "PTPN11" "9606.ENSP00000340944"
"4624" 4624 140894 "CNBD2" "9606.ENSP00000340954"
"4625" 4625 26206 "SPAG8" "9606.ENSP00000340982"
"4626" 4626 2810 "SFN" "9606.ENSP00000340989"
"4627" 4627 339345 "NANOS2" "9606.ENSP00000341021"
"4628" 4628 1447 "CSN2" "9606.ENSP00000341030"
"4629" 4629 7477 "WNT7B" "9606.ENSP00000341032"
"4630" 4630 32 "ACACB" "9606.ENSP00000341044"
"4631" 4631 50650 "ARHGEF3" "9606.ENSP00000341071"
"4632" 4632 4882 "NPR2" "9606.ENSP00000341083"
"4633" 4633 3013 "HIST1H2AD" "9606.ENSP00000341094"
"4634" 4634 347344 "ZNF81" "9606.ENSP00000341151"
"4635" 4635 400720 "ZNF772" "9606.ENSP00000341165"
"4636" 4636 5764 "PTN" "9606.ENSP00000341170"
"4637" 4637 5747 "PTK2" "9606.ENSP00000341189"
"4638" 4638 6776 "STAT5A" "9606.ENSP00000341208"
"4639" 4639 3010 "HIST1H1T" "9606.ENSP00000341214"
"4640" 4640 57116 "ZNF695" "9606.ENSP00000341236"
"4641" 4641 11317 "RBPJL" "9606.ENSP00000341243"
"4642" 4642 9324 "HMGN3" "9606.ENSP00000341267"
"4643" 4643 8717 "TRADD" "9606.ENSP00000341268"
"4644" 4644 3720 "JARID2" "9606.ENSP00000341280"
"4645" 4645 -1 "-1" "9606.ENSP00000341285"
"4646" 4646 10383 "TUBB4B" "9606.ENSP00000341289"
"4647" 4647 391211 "OR2G6" "9606.ENSP00000341291"
"4648" 4648 122809 "SOCS4" "9606.ENSP00000341327"
"4649" 4649 10051 "SMC4" "9606.ENSP00000341382"
"4650" 4650 3770 "KCNJ14" "9606.ENSP00000341479"
"4651" 4651 8498 "RANBP3" "9606.ENSP00000341483"
"4652" 4652 80778 "ZNF34" "9606.ENSP00000341528"
"4653" 4653 283652 "SLC24A5" "9606.ENSP00000341550"
"4654" 4654 4089 "SMAD4" "9606.ENSP00000341551"
"4655" 4655 340980 "OR52B6" "9606.ENSP00000341581"
"4656" 4656 5275 "SERPINB13" "9606.ENSP00000341584"
"4657" 4657 1528 "CYB5A" "9606.ENSP00000341625"
"4658" 4658 128853 "DUSP15" "9606.ENSP00000341658"
"4659" 4659 392636 "AGMO" "9606.ENSP00000341662"
"4660" 4660 84062 "DTNBP1" "9606.ENSP00000341680"
"4661" 4661 115019 "SLC26A9" "9606.ENSP00000341682"
"4662" 4662 7818 "DAP3" "9606.ENSP00000341692"
"4663" 4663 84335 "AKT1S1" "9606.ENSP00000341698"
"4664" 4664 51094 "ADIPOR1" "9606.ENSP00000341785"
"4665" 4665 54345 "SOX18" "9606.ENSP00000341815"
"4666" 4666 3178 "HNRNPA1" "9606.ENSP00000341826"
"4667" 4667 7137 "TNNI3" "9606.ENSP00000341838"
"4668" 4668 51513 "ETV7" "9606.ENSP00000341843"
"4669" 4669 27255 "CNTN6" "9606.ENSP00000341882"
"4670" 4670 6187 "RPS2" "9606.ENSP00000341885"
"4671" 4671 64926 "RASAL3" "9606.ENSP00000341905"
"4672" 4672 25870 "SUMF2" "9606.ENSP00000341938"
"4673" 4673 859 "CAV3" "9606.ENSP00000341940"
"4674" 4674 339977 "LRRC66" "9606.ENSP00000341944"
"4675" 4675 132660 "LIN54" "9606.ENSP00000341947"
"4676" 4676 7159 "TP53BP2" "9606.ENSP00000341957"
"4677" 4677 286380 "FOXD4L3" "9606.ENSP00000341961"
"4678" 4678 390064 "OR51I2" "9606.ENSP00000341987"
"4679" 4679 81931 "ZNF93" "9606.ENSP00000342002"
"4680" 4680 1544 "CYP1A2" "9606.ENSP00000342007"
"4681" 4681 403239 "OR2T27" "9606.ENSP00000342008"
"4682" 4682 7518 "XRCC4" "9606.ENSP00000342011"
"4683" 4683 7743 "ZNF189" "9606.ENSP00000342019"
"4684" 4684 -1 "-1" "9606.ENSP00000342021"
"4685" 4685 9588 "PRDX6" "9606.ENSP00000342026"
"4686" 4686 -1 "-1" "9606.ENSP00000342033"
"4687" 4687 1508 "CTSB" "9606.ENSP00000342070"
"4688" 4688 6590 "SLPI" "9606.ENSP00000342082"
"4689" 4689 2272 "FHIT" "9606.ENSP00000342087"
"4690" 4690 6692 "SPINT1" "9606.ENSP00000342098"
"4691" 4691 8445 "DYRK2" "9606.ENSP00000342105"
"4692" 4692 10488 "CREB3" "9606.ENSP00000342136"
"4693" 4693 5174 "PDZK1" "9606.ENSP00000342143"
"4694" 4694 344657 "LRRIQ4" "9606.ENSP00000342188"
"4695" 4695 3804 "KIR2DL3" "9606.ENSP00000342215"
"4696" 4696 51393 "TRPV2" "9606.ENSP00000342222"
"4697" 4697 2066 "ERBB4" "9606.ENSP00000342235"
"4698" 4698 348995 "NUP43" "9606.ENSP00000342262"
"4699" 4699 4939 "OAS2" "9606.ENSP00000342278"
"4700" 4700 79722 "ANKRD55" "9606.ENSP00000342295"
"4701" 4701 2305 "FOXM1" "9606.ENSP00000342307"
"4702" 4702 344901 "OSTN" "9606.ENSP00000342356"
"4703" 4703 6633 "SNRPD2" "9606.ENSP00000342374"
"4704" 4704 7444 "VRK2" "9606.ENSP00000342381"
"4705" 4705 9536 "PTGES" "9606.ENSP00000342385"
"4706" 4706 145873 "MESP2" "9606.ENSP00000342392"
"4707" 4707 9031 "BAZ1B" "9606.ENSP00000342434"
"4708" 4708 390148 "OR5W2" "9606.ENSP00000342448"
"4709" 4709 79598 "CEP97" "9606.ENSP00000342510"
"4710" 4710 2537 "IFI6" "9606.ENSP00000342513"
"4711" 4711 22829 "NLGN4Y" "9606.ENSP00000342535"
"4712" 4712 259307 "IL4I1" "9606.ENSP00000342557"
"4713" 4713 2138 "EYA1" "9606.ENSP00000342626"
"4714" 4714 921 "CD5" "9606.ENSP00000342681"
"4715" 4715 338755 "OR2AG2" "9606.ENSP00000342697"
"4716" 4716 10193 "RNF41" "9606.ENSP00000342755"
"4717" 4717 5337 "PLD1" "9606.ENSP00000342793"
"4718" 4718 79862 "ZNF669" "9606.ENSP00000342818"
"4719" 4719 159296 "NKX2-3" "9606.ENSP00000342828"
"4720" 4720 5962 "RDX" "9606.ENSP00000342830"
"4721" 4721 254783 "OR6C74" "9606.ENSP00000342836"
"4722" 4722 866 "SERPINA6" "9606.ENSP00000342850"
"4723" 4723 10979 "FERMT2" "9606.ENSP00000342858"
"4724" 4724 5440 "POLR2K" "9606.ENSP00000342889"
"4725" 4725 5449 "POU1F1" "9606.ENSP00000342931"
"4726" 4726 108 "ADCY2" "9606.ENSP00000342952"
"4727" 4727 163049 "ZNF791" "9606.ENSP00000342974"
"4728" 4728 29949 "IL19" "9606.ENSP00000343000"
"4729" 4729 6672 "SP100" "9606.ENSP00000343023"
"4730" 4730 2770 "GNAI1" "9606.ENSP00000343027"
"4731" 4731 3146 "HMGB1" "9606.ENSP00000343040"
"4732" 4732 10181 "RBM5" "9606.ENSP00000343054"
"4733" 4733 401992 "OR2T2" "9606.ENSP00000343062"
"4734" 4734 84552 "PARD6G" "9606.ENSP00000343144"
"4735" 4735 3716 "JAK1" "9606.ENSP00000343204"
"4736" 4736 9623 "TCL1B" "9606.ENSP00000343223"
"4737" 4737 63904 "DUSP21" "9606.ENSP00000343244"
"4738" 4738 3198 "HOXA1" "9606.ENSP00000343246"
"4739" 4739 -1 "-1" "9606.ENSP00000343282"
"4740" 4740 9474 "ATG5" "9606.ENSP00000343313"
"4741" 4741 5585 "PKN1" "9606.ENSP00000343325"
"4742" 4742 7517 "XRCC3" "9606.ENSP00000343392"
"4743" 4743 9577 "BRE" "9606.ENSP00000343412"
"4744" 4744 51427 "ZNF107" "9606.ENSP00000343443"
"4745" 4745 6318 "SERPINB4" "9606.ENSP00000343445"
"4746" 4746 10746 "MAP3K2" "9606.ENSP00000343463"
"4747" 4747 391723 "HELT" "9606.ENSP00000343464"
"4748" 4748 864 "RUNX3" "9606.ENSP00000343477"
"4749" 4749 197021 "LCTL" "9606.ENSP00000343490"
"4750" 4750 8741 "TNFSF13" "9606.ENSP00000343505"
"4751" 4751 6919 "TCEA2" "9606.ENSP00000343515"
"4752" 4752 26219 "OR1J4" "9606.ENSP00000343521"
"4753" 4753 7398 "USP1" "9606.ENSP00000343526"
"4754" 4754 7874 "USP7" "9606.ENSP00000343535"
"4755" 4755 22835 "ZFP30" "9606.ENSP00000343581"
"4756" 4756 80095 "ZNF606" "9606.ENSP00000343617"
"4757" 4757 3205 "HOXA9" "9606.ENSP00000343619"
"4758" 4758 3344 "FOXN2" "9606.ENSP00000343633"
"4761" 4761 9771 "RAPGEF5" "9606.ENSP00000343656"
"4762" 4762 1809 "DPYSL3" "9606.ENSP00000343690"
"4763" 4763 545 "ATR" "9606.ENSP00000343741"
"4764" 4764 23405 "DICER1" "9606.ENSP00000343745"
"4765" 4765 7273 "TTN" "9606.ENSP00000343764"
"4766" 4766 155 "ADRB3" "9606.ENSP00000343782"
"4767" 4767 10252 "SPRY1" "9606.ENSP00000343785"
"4768" 4768 5015 "OTX2" "9606.ENSP00000343819"
"4769" 4769 54852 "PAQR5" "9606.ENSP00000343877"
"4770" 4770 5549 "PRELP" "9606.ENSP00000343924"
"4771" 4771 2100 "ESR2" "9606.ENSP00000343925"
"4772" 4772 3455 "IFNAR2" "9606.ENSP00000343957"
"4773" 4773 56656 "OR2S2" "9606.ENSP00000344040"
"4774" 4774 26053 "AUTS2" "9606.ENSP00000344087"
"4775" 4775 81442 "OR6N2" "9606.ENSP00000344101"
"4776" 4776 1003 "CDH5" "9606.ENSP00000344115"
"4777" 4777 127665 "ZNF648" "9606.ENSP00000344129"
"4778" 4778 7695 "ZNF136" "9606.ENSP00000344162"
"4779" 4779 2918 "GRM8" "9606.ENSP00000344173"
"4780" 4780 3605 "IL17A" "9606.ENSP00000344192"
"4781" 4781 94241 "TP53INP1" "9606.ENSP00000344215"
"4782" 4782 5170 "PDPK1" "9606.ENSP00000344220"
"4783" 4783 8720 "MBTPS1" "9606.ENSP00000344223"
"4784" 4784 254050 "LRRC43" "9606.ENSP00000344233"
"4785" 4785 285193 "DUSP28" "9606.ENSP00000344235"
"4786" 4786 10234 "LRRC17" "9606.ENSP00000344242"
"4787" 4787 7332 "UBE2L3" "9606.ENSP00000344259"
"4788" 4788 55715 "DOK4" "9606.ENSP00000344277"
"4789" 4789 390259 "BSX" "9606.ENSP00000344285"
"4790" 4790 84905 "ZNF341" "9606.ENSP00000344308"
"4791" 4791 467 "ATF3" "9606.ENSP00000344352"
"4792" 4792 10161 "LPAR6" "9606.ENSP00000344353"
"4793" 4793 -1 "-1" "9606.ENSP00000344364"
"4794" 4794 389421 "LIN28B" "9606.ENSP00000344401"
"4795" 4795 83756 "TAS1R3" "9606.ENSP00000344411"
"4798" 4798 374407 "DNAJB13" "9606.ENSP00000344431"
"4799" 4799 1499 "CTNNB1" "9606.ENSP00000344456"
"4800" 4800 875 "CBS" "9606.ENSP00000344460"
"4801" 4801 9672 "SDC3" "9606.ENSP00000344468"
"4802" 4802 127495 "LRRC39" "9606.ENSP00000344470"
"4803" 4803 4929 "NR4A2" "9606.ENSP00000344479"
"4804" 4804 3005 "H1F0" "9606.ENSP00000344504"
"4805" 4805 22806 "IKZF3" "9606.ENSP00000344544"
"4808" 4808 10950 "BTG3" "9606.ENSP00000344609"
"4809" 4809 900 "CCNG1" "9606.ENSP00000344635"
"4810" 4810 4771 "NF2" "9606.ENSP00000344666"
"4811" 4811 889 "KRIT1" "9606.ENSP00000344668"
"4812" 4812 10202 "DHRS2" "9606.ENSP00000344674"
"4813" 4813 80279 "CDK5RAP3" "9606.ENSP00000344683"
"4814" 4814 84969 "TOX2" "9606.ENSP00000344724"
"4815" 4815 3638 "INSIG1" "9606.ENSP00000344741"
"4816" 4816 10617 "STAMBP" "9606.ENSP00000344742"
"4817" 4817 1842 "ECM2" "9606.ENSP00000344758"
"4818" 4818 8328 "GFI1B" "9606.ENSP00000344782"
"4819" 4819 -1 "-1" "9606.ENSP00000344789"
"4820" 4820 162966 "ZNF600" "9606.ENSP00000344791"
"4821" 4821 7316 "UBC" "9606.ENSP00000344818"
"4822" 4822 26234 "FBXL5" "9606.ENSP00000344866"
"4823" 4823 4542 "MYO1F" "9606.ENSP00000344871"
"4824" 4824 7975 "MAFK" "9606.ENSP00000344903"
"4825" 4825 8073 "PTP4A2" "9606.ENSP00000344909"
"4826" 4826 9232 "PTTG1" "9606.ENSP00000344936"
"4827" 4827 81848 "SPRY4" "9606.ENSP00000344967"
"4828" 4828 23373 "CRTC1" "9606.ENSP00000345001"
"4829" 4829 10516 "FBLN5" "9606.ENSP00000345008"
"4830" 4830 -1 "-1" "9606.ENSP00000345014"
"4831" 4831 2738 "GLI4" "9606.ENSP00000345024"
"4832" 4832 56479 "KCNQ5" "9606.ENSP00000345055"
"4833" 4833 5606 "MAP2K3" "9606.ENSP00000345083"
"4834" 4834 3614 "IMPDH1" "9606.ENSP00000345096"
"4835" 4835 256892 "OR51F1" "9606.ENSP00000345163"
"4836" 4836 79883 "PODNL1" "9606.ENSP00000345175"
"4837" 4837 347 "APOD" "9606.ENSP00000345179"
"4838" 4838 22941 "SHANK2" "9606.ENSP00000345193"
"4839" 4839 29978 "UBQLN2" "9606.ENSP00000345195"
"4840" 4840 3516 "RBPJ" "9606.ENSP00000345206"
"4841" 4841 92737 "DNER" "9606.ENSP00000345229"
"4842" 4842 89790 "SIGLEC10" "9606.ENSP00000345243"
"4843" 4843 4248 "MGAT3" "9606.ENSP00000345270"
"4844" 4844 56940 "DUSP22" "9606.ENSP00000345281"
"4845" 4845 7620 "ZNF69" "9606.ENSP00000345333"
"4846" 4846 64288 "ZSCAN31" "9606.ENSP00000345339"
"4847" 4847 80142 "PTGES2" "9606.ENSP00000345341"
"4848" 4848 1514 "CTSL" "9606.ENSP00000345344"
"4849" 4849 -1 "-1" "9606.ENSP00000345392"
"4850" 4850 23764 "MAFF" "9606.ENSP00000345393"
"4851" 4851 57524 "CASKIN1" "9606.ENSP00000345436"
"4852" 4852 6483 "ST3GAL2" "9606.ENSP00000345477"
"4853" 4853 84914 "ZNF587" "9606.ENSP00000345479"
"4854" 4854 347148 "QRFP" "9606.ENSP00000345487"
"4855" 4855 56123 "PCDHB13" "9606.ENSP00000345491"
"4856" 4856 10019 "SH2B3" "9606.ENSP00000345492"
"4857" 4857 5359 "PLSCR1" "9606.ENSP00000345494"
"4858" 4858 4734 "NEDD4" "9606.ENSP00000345530"
"4859" 4859 162998 "OR7D2" "9606.ENSP00000345563"
"4860" 4860 1869 "E2F1" "9606.ENSP00000345571"
"4861" 4861 54788 "DNAJB12" "9606.ENSP00000345575"
"4862" 4862 -1 "-1" "9606.ENSP00000345599"
"4863" 4863 389840 "MAP3K15" "9606.ENSP00000345629"
"4864" 4864 9218 "VAPA" "9606.ENSP00000345656"
"4865" 4865 2624 "GATA2" "9606.ENSP00000345681"
"4866" 4866 4800 "NFYA" "9606.ENSP00000345702"
"4867" 4867 3767 "KCNJ11" "9606.ENSP00000345708"
"4868" 4868 1861 "TOR1A" "9606.ENSP00000345719"
"4869" 4869 538 "ATP7A" "9606.ENSP00000345728"
"4870" 4870 1739 "DLG1" "9606.ENSP00000345731"
"4871" 4871 6338 "SCNN1B" "9606.ENSP00000345751"
"4872" 4872 22881 "ANKRD6" "9606.ENSP00000345767"
"4873" 4873 5213 "PFKM" "9606.ENSP00000345771"
"4874" 4874 7005 "TEAD3" "9606.ENSP00000345772"
"4875" 4875 224 "ALDH3A2" "9606.ENSP00000345774"
"4876" 4876 8326 "FZD9" "9606.ENSP00000345785"
"4877" 4877 55634 "KRBOX4" "9606.ENSP00000345797"
