"uid" "id" "symbol" "ensembleid"
"2139" 2139 132851 "SPATA4" "9606.ENSP00000280191"
"2140" 2140 -1 "-1" "9606.ENSP00000280193"
"2141" 2141 10666 "CD226" "9606.ENSP00000280200"
"2142" 2142 22948 "CCT5" "9606.ENSP00000280326"
"2143" 2143 1793 "DOCK1" "9606.ENSP00000280333"
"2144" 2144 3606 "IL18" "9606.ENSP00000280357"
"2145" 2145 51232 "CRIM1" "9606.ENSP00000280527"
"2146" 2146 23657 "SLC7A11" "9606.ENSP00000280612"
"2147" 2147 25819 "NOCT" "9606.ENSP00000280614"
"2148" 2148 288 "ANK3" "9606.ENSP00000280772"
"2149" 2149 1824 "DSC2" "9606.ENSP00000280904"
"2150" 2150 9472 "AKAP6" "9606.ENSP00000280979"
"2151" 2151 129787 "TMEM18" "9606.ENSP00000281017"
"2152" 2152 7069 "THRSP" "9606.ENSP00000281030"
"2153" 2153 4613 "MYCN" "9606.ENSP00000281043"
"2154" 2154 2241 "FER" "9606.ENSP00000281092"
"2155" 2155 83447 "SLC25A31" "9606.ENSP00000281154"
"2156" 2156 5800 "PTPRO" "9606.ENSP00000281171"
"2157" 2157 2059 "EPS8" "9606.ENSP00000281172"
"2158" 2158 5860 "QDPR" "9606.ENSP00000281243"
"2159" 2159 84952 "CGNL1" "9606.ENSP00000281282"
"2160" 2160 5458 "POU4F2" "9606.ENSP00000281321"
"2161" 2161 8853 "ASAP2" "9606.ENSP00000281419"
"2162" 2162 2180 "ACSL1" "9606.ENSP00000281455"
"2163" 2163 291 "SLC25A4" "9606.ENSP00000281456"
"2164" 2164 7082 "TJP1" "9606.ENSP00000281537"
"2165" 2165 55294 "FBXW7" "9606.ENSP00000281708"
"2166" 2166 57544 "TXNDC16" "9606.ENSP00000281741"
"2167" 2167 2043 "EPHA4" "9606.ENSP00000281821"
"2168" 2168 7292 "TNFSF4" "9606.ENSP00000281834"
"2169" 2169 653275 "CFC1B" "9606.ENSP00000281882"
"2170" 2170 81615 "TMEM163" "9606.ENSP00000281924"
"2171" 2171 23389 "MED13L" "9606.ENSP00000281928"
"2172" 2172 26353 "HSPB8" "9606.ENSP00000281938"
"2173" 2173 79833 "GEMIN6" "9606.ENSP00000281950"
"2174" 2174 57105 "CYSLTR2" "9606.ENSP00000282018"
"2175" 2175 115761 "ARL11" "9606.ENSP00000282026"
"2176" 2176 26040 "SETBP1" "9606.ENSP00000282030"
"2177" 2177 5163 "PDK1" "9606.ENSP00000282077"
"2178" 2178 5741 "PTH" "9606.ENSP00000282091"
"2179" 2179 5140 "PDE3B" "9606.ENSP00000282096"
"2180" 2180 83439 "TCF7L1" "9606.ENSP00000282111"
"2181" 2181 83734 "ATG10" "9606.ENSP00000282185"
"2182" 2182 6695 "SPOCK1" "9606.ENSP00000282223"
"2183" 2183 284306 "ZNF547" "9606.ENSP00000282282"
"2184" 2184 57343 "ZNF304" "9606.ENSP00000282286"
"2185" 2185 374928 "ZNF773" "9606.ENSP00000282292"
"2186" 2186 90233 "ZNF551" "9606.ENSP00000282296"
"2187" 2187 10172 "ZNF256" "9606.ENSP00000282308"
"2188" 2188 284312 "ZSCAN1" "9606.ENSP00000282326"
"2189" 2189 814 "CAMK4" "9606.ENSP00000282356"
"2190" 2190 2321 "FLT1" "9606.ENSP00000282397"
"2191" 2191 5495 "PPM1B" "9606.ENSP00000282412"
"2192" 2192 10413 "YAP1" "9606.ENSP00000282441"
"2193" 2193 285313 "IGSF10" "9606.ENSP00000282466"
"2194" 2194 1834 "DSPP" "9606.ENSP00000282478"
"2195" 2195 -1 "-1" "9606.ENSP00000282493"
"2196" 2196 2893 "GRIA4" "9606.ENSP00000282499"
"2197" 2197 5013 "OTX1" "9606.ENSP00000282549"
"2198" 2198 2697 "GJA1" "9606.ENSP00000282561"
"2199" 2199 10309 "CCNO" "9606.ENSP00000282572"
"2200" 2200 3672 "ITGA1" "9606.ENSP00000282588"
"2201" 2201 651 "BMP3" "9606.ENSP00000282701"
"2202" 2202 3087 "HHEX" "9606.ENSP00000282728"
"2203" 2203 2911 "GRM1" "9606.ENSP00000282753"
"2204" 2204 9453 "GGPS1" "9606.ENSP00000282841"
"2205" 2205 51351 "ZNF117" "9606.ENSP00000282869"
"2206" 2206 9412 "MED21" "9606.ENSP00000282892"
"2207" 2207 55351 "STK32B" "9606.ENSP00000282908"
"2208" 2208 7545 "ZIC1" "9606.ENSP00000282928"
"2209" 2209 64946 "CENPH" "9606.ENSP00000283006"
"2210" 2210 51061 "TXNDC11" "9606.ENSP00000283033"
"2211" 2211 1070 "CETN3" "9606.ENSP00000283122"
"2212" 2212 8467 "SMARCA5" "9606.ENSP00000283131"
"2213" 2213 654 "BMP6" "9606.ENSP00000283147"
"2214" 2214 5903 "RANBP2" "9606.ENSP00000283195"
"2215" 2215 5801 "PTPRR" "9606.ENSP00000283228"
"2218" 2218 6328 "SCN3A" "9606.ENSP00000283254"
"2219" 2219 6326 "SCN2A" "9606.ENSP00000283256"
"2220" 2220 55079 "FEZF2" "9606.ENSP00000283268"
"2221" 2221 64422 "ATG3" "9606.ENSP00000283290"
"2222" 2222 79981 "FRMD1" "9606.ENSP00000283309"
"2223" 2223 57407 "NMRAL1" "9606.ENSP00000283429"
"2224" 2224 -1 "-1" "9606.ENSP00000283558"
"2225" 2225 7342 "UBP1" "9606.ENSP00000283628"
"2226" 2226 925 "CD8A" "9606.ENSP00000283635"
"2227" 2227 6317 "SERPINB3" "9606.ENSP00000283752"
"2228" 2228 2960 "GTF2E1" "9606.ENSP00000283875"
"2229" 2229 3206 "HOXA10" "9606.ENSP00000283921"
"2230" 2230 221895 "JAZF1" "9606.ENSP00000283928"
"2231" 2231 9320 "TRIP12" "9606.ENSP00000283943"
"2232" 2232 1054 "CEBPG" "9606.ENSP00000284000"
"2233" 2233 23576 "DDAH1" "9606.ENSP00000284031"
"2234" 2234 1105 "CHD1" "9606.ENSP00000284049"
"2235" 2235 223117 "SEMA3D" "9606.ENSP00000284136"
"2238" 2238 7070 "THY1" "9606.ENSP00000284240"
"2239" 2239 390275 "OR8A1" "9606.ENSP00000284287"
"2240" 2240 4900 "NRGN" "9606.ENSP00000284292"
"2241" 2241 2838 "GPR15" "9606.ENSP00000284311"
"2242" 2242 7345 "UCHL1" "9606.ENSP00000284440"
"2243" 2243 84976 "DISP1" "9606.ENSP00000284476"
"2244" 2244 79895 "ATP8B4" "9606.ENSP00000284509"
"2245" 2245 89780 "WNT3A" "9606.ENSP00000284523"
"2246" 2246 81559 "TRIM11" "9606.ENSP00000284551"
"2247" 2247 5506 "PPP1R3A" "9606.ENSP00000284601"
"2248" 2248 136991 "ASZ1" "9606.ENSP00000284629"
"2249" 2249 27295 "PDLIM3" "9606.ENSP00000284770"
"2250" 2250 6921 "TCEB1" "9606.ENSP00000284811"
"2251" 2251 23643 "LY96" "9606.ENSP00000284818"
"2252" 2252 1525 "CXADR" "9606.ENSP00000284878"
"2253" 2253 80343 "SEL1L2" "9606.ENSP00000284951"
"2254" 2254 351 "APP" "9606.ENSP00000284981"
"2255" 2255 9510 "ADAMTS1" "9606.ENSP00000284984"
"2256" 2256 11096 "ADAMTS5" "9606.ENSP00000284987"
"2257" 2257 7476 "WNT7A" "9606.ENSP00000285018"
"2258" 2258 7508 "XPC" "9606.ENSP00000285021"
"2259" 2259 4645 "MYO5B" "9606.ENSP00000285039"
"2260" 2260 201163 "FLCN" "9606.ENSP00000285071"
"2261" 2261 51560 "RAB6B" "9606.ENSP00000285208"
"2262" 2262 8714 "ABCC3" "9606.ENSP00000285238"
"2263" 2263 27123 "DKK2" "9606.ENSP00000285311"
"2264" 2264 760 "CA2" "9606.ENSP00000285379"
"2265" 2265 761 "CA3" "9606.ENSP00000285381"
"2266" 2266 7071 "KLF10" "9606.ENSP00000285407"
"2267" 2267 79544 "OR4K1" "9606.ENSP00000285600"
"2268" 2268 6782 "HSPA13" "9606.ENSP00000285667"
"2269" 2269 389 "RHOC" "9606.ENSP00000285735"
"2270" 2270 9056 "SLC7A7" "9606.ENSP00000285850"
"2271" 2271 25929 "GEMIN5" "9606.ENSP00000285873"
"2272" 2272 2890 "GRIA1" "9606.ENSP00000285900"
"2273" 2273 136332 "LRGUK" "9606.ENSP00000285928"
"2274" 2274 231 "AKR1B1" "9606.ENSP00000285930"
"2275" 2275 340665 "CYP26C1" "9606.ENSP00000285949"
"2276" 2276 23165 "NUP205" "9606.ENSP00000285968"
"2277" 2277 1562 "CYP2C18" "9606.ENSP00000285979"
"2278" 2278 9601 "PDIA4" "9606.ENSP00000286091"
"2279" 2279 54971 "BANP" "9606.ENSP00000286122"
"2280" 2280 843 "CASP10" "9606.ENSP00000286186"
"2281" 2281 8324 "FZD7" "9606.ENSP00000286201"
"2282" 2282 64798 "DEPTOR" "9606.ENSP00000286234"
"2283" 2283 1436 "CSF1R" "9606.ENSP00000286301"
"2284" 2284 9443 "MED7" "9606.ENSP00000286317"
"2285" 2285 -1 "-1" "9606.ENSP00000286332"
"2286" 2286 114 "ADCY8" "9606.ENSP00000286355"
"2287" 2287 5922 "RASA2" "9606.ENSP00000286364"
"2288" 2288 483 "ATP1B3" "9606.ENSP00000286371"
"2289" 2289 154064 "RAET1L" "9606.ENSP00000286380"
"2290" 2290 10592 "SMC2" "9606.ENSP00000286398"
"2291" 2291 2776 "GNAQ" "9606.ENSP00000286548"
"2292" 2292 11197 "WIF1" "9606.ENSP00000286574"
"2293" 2293 4325 "MMP16" "9606.ENSP00000286614"
"2294" 2294 132 "ADK" "9606.ENSP00000286621"
"2295" 2295 10538 "BATF" "9606.ENSP00000286639"
"2296" 2296 1633 "DCK" "9606.ENSP00000286648"
"2297" 2297 9508 "ADAMTS3" "9606.ENSP00000286657"
"2298" 2298 2040 "STOM" "9606.ENSP00000286713"
"2299" 2299 5470 "PPEF2" "9606.ENSP00000286719"
"2300" 2300 27163 "NAAA" "9606.ENSP00000286733"
"2301" 2301 9154 "SLC28A1" "9606.ENSP00000286749"
"2302" 2302 10563 "CXCL13" "9606.ENSP00000286758"
"2305" 2305 7074 "TIAM1" "9606.ENSP00000286827"
"2306" 2306 122416 "ANKRD9" "9606.ENSP00000286918"
"2307" 2307 392255 "GDF6" "9606.ENSP00000287020"
"2308" 2308 4838 "NODAL" "9606.ENSP00000287139"
"2309" 2309 9246 "UBE2L6" "9606.ENSP00000287156"
"2310" 2310 60677 "CELF6" "9606.ENSP00000287202"
"2311" 2311 9131 "AIFM1" "9606.ENSP00000287295"
"2312" 2312 9530 "BAG4" "9606.ENSP00000287322"
"2313" 2313 29028 "ATAD2" "9606.ENSP00000287394"
"2314" 2314 115509 "ZNF689" "9606.ENSP00000287461"
"2315" 2315 7547 "ZIC3" "9606.ENSP00000287538"
"2316" 2316 701 "BUB1B" "9606.ENSP00000287598"
"2317" 2317 6750 "SST" "9606.ENSP00000287641"
"2318" 2318 2177 "FANCD2" "9606.ENSP00000287647"
"2319" 2319 9372 "ZFYVE9" "9606.ENSP00000287727"
"2320" 2320 6529 "SLC6A1" "9606.ENSP00000287766"
"2321" 2321 5468 "PPARG" "9606.ENSP00000287820"
"2322" 2322 51422 "PRKAG2" "9606.ENSP00000287878"
"2323" 2323 3361 "HTR5A" "9606.ENSP00000287907"
"2324" 2324 9069 "CLDN12" "9606.ENSP00000287916"
"2325" 2325 8321 "FZD1" "9606.ENSP00000287934"
"2326" 2326 3156 "HMGCR" "9606.ENSP00000287936"
"2327" 2327 79178 "THTPA" "9606.ENSP00000288014"
"2328" 2328 3815 "KIT" "9606.ENSP00000288135"
"2329" 2329 776 "CACNA1D" "9606.ENSP00000288139"
"2330" 2330 55540 "IL17RB" "9606.ENSP00000288167"
"2331" 2331 7567 "ZNF19" "9606.ENSP00000288177"
"2332" 2332 9133 "CCNB2" "9606.ENSP00000288207"
"2333" 2333 4643 "MYO1E" "9606.ENSP00000288235"
"2334" 2334 26060 "APPL1" "9606.ENSP00000288266"
"2335" 2335 -1 "-1" "9606.ENSP00000288309"
"2336" 2336 80243 "PREX2" "9606.ENSP00000288368"
"2337" 2337 257397 "TAB3" "9606.ENSP00000288422"
"2338" 2338 673 "BRAF" "9606.ENSP00000288602"
"2339" 2339 114793 "FMNL2" "9606.ENSP00000288670"
"2340" 2340 4091 "SMAD6" "9606.ENSP00000288840"
"2341" 2341 130106 "CIB4" "9606.ENSP00000288861"
"2342" 2342 1844 "DUSP2" "9606.ENSP00000288943"
"2343" 2343 138639 "PTPDC1" "9606.ENSP00000288976"
"2344" 2344 375748 "ERCC6L2" "9606.ENSP00000288985"
"2345" 2345 4690 "NCK1" "9606.ENSP00000288986"
"2346" 2346 79623 "GALNT14" "9606.ENSP00000288988"
"2347" 2347 2176 "FANCC" "9606.ENSP00000289081"
"2348" 2348 22808 "MRAS" "9606.ENSP00000289104"
"2349" 2349 5291 "PIK3CB" "9606.ENSP00000289153"
"2350" 2350 10120 "ACTR1B" "9606.ENSP00000289228"
"2351" 2351 54933 "RHBDL2" "9606.ENSP00000289248"
"2352" 2352 56134 "PCDHAC2" "9606.ENSP00000289269"
"2353" 2353 56136 "PCDHA13" "9606.ENSP00000289272"
"2354" 2354 -1 "-1" "9606.ENSP00000289352"
"2355" 2355 391109 "OR10K1" "9606.ENSP00000289451"
"2356" 2356 653361 "NCF1" "9606.ENSP00000289473"
"2357" 2357 29881 "NPC1L1" "9606.ENSP00000289547"
"2358" 2358 11309 "SLCO2B1" "9606.ENSP00000289575"
"2359" 2359 1013 "CDH15" "9606.ENSP00000289746"
"2360" 2360 3362 "HTR6" "9606.ENSP00000289753"
"2361" 2361 -1 "-1" "9606.ENSP00000289779"
"2362" 2362 222696 "ZSCAN23" "9606.ENSP00000289788"
"2363" 2363 2207 "FCER1G" "9606.ENSP00000289902"
"2364" 2364 23516 "SLC39A14" "9606.ENSP00000289952"
"2365" 2365 55114 "ARHGAP17" "9606.ENSP00000289968"
"2366" 2366 7484 "WNT9B" "9606.ENSP00000290015"
"2367" 2367 5909 "RAP1GAP" "9606.ENSP00000290101"
"2368" 2368 3837 "KPNB1" "9606.ENSP00000290158"
"2369" 2369 54361 "WNT4" "9606.ENSP00000290167"
"2370" 2370 3588 "IL10RB" "9606.ENSP00000290200"
"2371" 2371 3460 "IFNGR2" "9606.ENSP00000290219"
"2372" 2372 57727 "NCOA5" "9606.ENSP00000290231"
"2373" 2373 63916 "ELMO2" "9606.ENSP00000290246"
"2374" 2374 6781 "STC1" "9606.ENSP00000290271"
"2375" 2375 10481 "HOXB13" "9606.ENSP00000290295"
"2376" 2376 9992 "KCNE2" "9606.ENSP00000290310"
"2377" 2377 10642 "IGF2BP1" "9606.ENSP00000290341"
"2378" 2378 57369 "GJD2" "9606.ENSP00000290374"
"2379" 2379 70 "ACTC1" "9606.ENSP00000290378"
"2380" 2380 6493 "SIM2" "9606.ENSP00000290399"
"2381" 2381 27349 "MCAT" "9606.ENSP00000290429"
"2382" 2382 283748 "PLA2G4D" "9606.ENSP00000290472"
"2383" 2383 5993 "RFX5" "9606.ENSP00000290524"
"2384" 2384 7832 "BTG2" "9606.ENSP00000290551"
"2385" 2385 79190 "IRX6" "9606.ENSP00000290552"
"2386" 2386 3099 "HK2" "9606.ENSP00000290573"
"2387" 2387 -1 "-1" "9606.ENSP00000290575"
"2388" 2388 11189 "CELF3" "9606.ENSP00000290583"
"2389" 2389 267 "AMFR" "9606.ENSP00000290649"
"2390" 2390 112950 "MED8" "9606.ENSP00000290663"
"2391" 2391 266747 "RGL4" "9606.ENSP00000290691"
"2392" 2392 114771 "PGLYRP3" "9606.ENSP00000290722"
"2393" 2393 64843 "ISL2" "9606.ENSP00000290759"
"2394" 2394 653689 "GSTT2B" "9606.ENSP00000290765"
"2395" 2395 8883 "NAE1" "9606.ENSP00000290810"
"2396" 2396 1636 "ACE" "9606.ENSP00000290866"
"2397" 2397 1487 "CTBP1" "9606.ENSP00000290921"
"2398" 2398 441459 "ANKRD18B" "9606.ENSP00000290943"
"2399" 2399 181 "AGRP" "9606.ENSP00000290953"
"2400" 2400 57732 "ZFYVE28" "9606.ENSP00000290974"
"2401" 2401 5681 "PSKH1" "9606.ENSP00000291041"
"2402" 2402 9310 "ZNF235" "9606.ENSP00000291182"
"2403" 2403 8392 "OR3A3" "9606.ENSP00000291231"
"2404" 2404 115650 "TNFRSF13C" "9606.ENSP00000291232"
"2405" 2405 25865 "PRKD2" "9606.ENSP00000291281"
"2406" 2406 5739 "PTGIR" "9606.ENSP00000291294"
"2409" 2409 29101 "SSU72" "9606.ENSP00000291386"
"2410" 2410 2063 "NR2F6" "9606.ENSP00000291442"
"2411" 2411 7032 "TFF2" "9606.ENSP00000291526"
"2412" 2412 7031 "TFF1" "9606.ENSP00000291527"
"2413" 2413 5152 "PDE9A" "9606.ENSP00000291539"
"2414" 2414 5316 "PKNOX1" "9606.ENSP00000291547"
"2417" 2417 326 "AIRE" "9606.ENSP00000291582"
"2418" 2418 81543 "LRRC3" "9606.ENSP00000291592"
"2419" 2419 147949 "ZNF583" "9606.ENSP00000291598"
"2420" 2420 8888 "MCM3AP" "9606.ENSP00000291688"
"2421" 2421 6285 "S100B" "9606.ENSP00000291700"
"2422" 2422 89858 "SIGLEC12" "9606.ENSP00000291707"
"2423" 2423 147746 "HIPK4" "9606.ENSP00000291823"
"2424" 2424 29941 "PKN3" "9606.ENSP00000291906"
"2425" 2425 9442 "MED27" "9606.ENSP00000292035"
"2426" 2426 -1 "-1" "9606.ENSP00000292055"
"2427" 2427 486 "FXYD2" "9606.ENSP00000292079"
"2428" 2428 -1 "-1" "9606.ENSP00000292095"
"2429" 2429 6294 "SAFB" "9606.ENSP00000292123"
"2430" 2430 643 "CXCR5" "9606.ENSP00000292174"
"2431" 2431 51043 "ZBTB7B" "9606.ENSP00000292176"
"2432" 2432 79671 "NLRX1" "9606.ENSP00000292199"
"2433" 2433 729230 "CCR2" "9606.ENSP00000292301"
"2434" 2434 1234 "CCR5" "9606.ENSP00000292303"
"2435" 2435 4634 "MYL3" "9606.ENSP00000292327"
"2436" 2436 221914 "GPC2" "9606.ENSP00000292377"
"2437" 2437 563 "AZGP1" "9606.ENSP00000292401"
"2438" 2438 2264 "FGFR4" "9606.ENSP00000292408"
"2439" 2439 1584 "CYP11B1" "9606.ENSP00000292427"
"2440" 2440 112939 "NACC1" "9606.ENSP00000292431"
"2441" 2441 7589 "ZSCAN21" "9606.ENSP00000292450"
"2442" 2442 10898 "CPSF4" "9606.ENSP00000292476"
"2443" 2443 4061 "LY6E" "9606.ENSP00000292494"
"2444" 2444 5731 "PTGER1" "9606.ENSP00000292513"
"2445" 2445 84449 "ZNF333" "9606.ENSP00000292530"
"2446" 2446 84988 "PPP1R16A" "9606.ENSP00000292539"
"2447" 2447 90987 "ZNF251" "9606.ENSP00000292562"
"2448" 2448 58500 "ZNF250" "9606.ENSP00000292579"
"2449" 2449 4056 "LTC4S" "9606.ENSP00000292596"
"2450" 2450 9794 "MAML1" "9606.ENSP00000292599"
"2451" 2451 222229 "LRWD1" "9606.ENSP00000292616"
"2452" 2452 60680 "CELF5" "9606.ENSP00000292672"
"2453" 2453 54165 "DCUN1D1" "9606.ENSP00000292782"
"2454" 2454 1173 "AP2M1" "9606.ENSP00000292807"
"2455" 2455 199704 "ZNF585A" "9606.ENSP00000292841"
"2456" 2456 3046 "HBE1" "9606.ENSP00000292896"
"2457" 2457 84911 "ZNF382" "9606.ENSP00000292928"
"2458" 2458 2905 "GRIN2C" "9606.ENSP00000293190"
"2459" 2459 51 "ACOX1" "9606.ENSP00000293217"
"2460" 2460 56344 "CABP5" "9606.ENSP00000293255"
"2461" 2461 -1 "-1" "9606.ENSP00000293272"
"2462" 2462 -1 "-1" "9606.ENSP00000293275"
"2463" 2463 -1 "-1" "9606.ENSP00000293276"
"2464" 2464 -1 "-1" "9606.ENSP00000293280"
"2465" 2465 581 "BAX" "9606.ENSP00000293288"
"2466" 2466 3856 "KRT8" "9606.ENSP00000293308"
"2467" 2467 6777 "STAT5B" "9606.ENSP00000293328"
"2468" 2468 3060 "HCRT" "9606.ENSP00000293330"
"2469" 2469 10197 "PSME3" "9606.ENSP00000293362"
"2470" 2470 3071 "NCKAP1L" "9606.ENSP00000293373"
"2471" 2471 3678 "ITGA5" "9606.ENSP00000293379"
"2472" 2472 92591 "ASB16" "9606.ENSP00000293414"
"2473" 2473 50944 "SHANK1" "9606.ENSP00000293441"
"2474" 2474 79898 "ZNF613" "9606.ENSP00000293471"
"2475" 2475 7471 "WNT1" "9606.ENSP00000293549"
"2476" 2476 362 "AQP5" "9606.ENSP00000293599"
"2477" 2477 160622 "GRASP" "9606.ENSP00000293662"
"2478" 2478 147837 "ZNF563" "9606.ENSP00000293725"
"2479" 2479 246 "ALOX15" "9606.ENSP00000293761"
"2480" 2480 115950 "ZNF653" "9606.ENSP00000293771"
"2481" 2481 400569 "MED11" "9606.ENSP00000293777"
"2482" 2482 58191 "CXCL16" "9606.ENSP00000293778"
"2483" 2483 1145 "CHRNE" "9606.ENSP00000293780"
"2484" 2484 255877 "BCL6B" "9606.ENSP00000293805"
"2485" 2485 -1 "-1" "9606.ENSP00000293813"
"2486" 2486 2256 "FGF11" "9606.ENSP00000293829"
"2487" 2487 1973 "EIF4A1" "9606.ENSP00000293831"
"2488" 2488 6154 "RPL26" "9606.ENSP00000293842"
"2489" 2489 51728 "POLR3K" "9606.ENSP00000293860"
"2490" 2490 30812 "SOX8" "9606.ENSP00000293894"
"2491" 2491 6755 "SSTR5" "9606.ENSP00000293897"
"2492" 2492 4917 "NTN3" "9606.ENSP00000293973"
"2493" 2493 115 "ADCY9" "9606.ENSP00000294016"
"2494" 2494 81570 "CLPB" "9606.ENSP00000294053"
"2495" 2495 10825 "NEU3" "9606.ENSP00000294064"
"2496" 2496 5871 "MAP4K2" "9606.ENSP00000294066"
"2497" 2497 2785 "GNG3" "9606.ENSP00000294117"
"2498" 2498 10482 "NXF1" "9606.ENSP00000294172"
"2499" 2499 6811 "STX5" "9606.ENSP00000294179"
"2500" 2500 51475 "CABP2" "9606.ENSP00000294288"
"2501" 2501 4041 "LRP5" "9606.ENSP00000294304"
"2502" 2502 9965 "FGF19" "9606.ENSP00000294312"
"2503" 2503 6886 "TAL1" "9606.ENSP00000294339"
"2504" 2504 10630 "PDPN" "9606.ENSP00000294489"
"2505" 2505 113451 "AZIN2" "9606.ENSP00000294517"
"2506" 2506 57572 "DOCK6" "9606.ENSP00000294618"
"2507" 2507 -1 "-1" "9606.ENSP00000294635"
"2508" 2508 431707 "LHX8" "9606.ENSP00000294638"
"2509" 2509 2672 "GFI1" "9606.ENSP00000294702"
"2510" 2510 7412 "VCAM1" "9606.ENSP00000294728"
"2511" 2511 23528 "ZNF281" "9606.ENSP00000294740"
"2512" 2512 84838 "ZNF496" "9606.ENSP00000294753"
"2513" 2513 23385 "NCSTN" "9606.ENSP00000294785"
"2514" 2514 2215 "FCGR3B" "9606.ENSP00000294800"
"2515" 2515 4009 "LMX1A" "9606.ENSP00000294816"
"2516" 2516 440699 "LRRC52" "9606.ENSP00000294818"
"2517" 2517 5937 "RBMS1" "9606.ENSP00000294904"
"2518" 2518 3973 "LHCGR" "9606.ENSP00000294954"
"2519" 2519 91461 "PKDCC" "9606.ENSP00000294964"
"2520" 2520 824 "CAPN2" "9606.ENSP00000295006"
"2521" 2521 5966 "REL" "9606.ENSP00000295025"
"2522" 2522 347730 "LRRTM1" "9606.ENSP00000295057"
"2523" 2523 26225 "ARL5A" "9606.ENSP00000295087"
"2524" 2524 3760 "KCNJ3" "9606.ENSP00000295101"
"2525" 2525 4760 "NEUROD1" "9606.ENSP00000295108"
"2526" 2526 2487 "FRZB" "9606.ENSP00000295113"
"2527" 2527 129401 "NUP35" "9606.ENSP00000295119"
"2528" 2528 72 "ACTG2" "9606.ENSP00000295137"
"2529" 2529 7447 "VSNL1" "9606.ENSP00000295156"
"2530" 2530 2019 "EN1" "9606.ENSP00000295206"
"2531" 2531 84874 "ZNF514" "9606.ENSP00000295208"
"2532" 2532 132671 "SPATA18" "9606.ENSP00000295213"
"2533" 2533 30818 "KCNIP3" "9606.ENSP00000295225"
"2534" 2534 3625 "INHBB" "9606.ENSP00000295228"
"2535" 2535 27306 "HPGDS" "9606.ENSP00000295256"
"2536" 2536 5161 "PDHA2" "9606.ENSP00000295266"
"2537" 2537 27302 "BMP10" "9606.ENSP00000295379"
"2538" 2538 7039 "TGFA" "9606.ENSP00000295400"
"2539" 2539 10461 "MERTK" "9606.ENSP00000295408"
"2540" 2540 9076 "CLDN1" "9606.ENSP00000295522"
"2541" 2541 1293 "COL6A3" "9606.ENSP00000295550"
"2542" 2542 886 "CCKAR" "9606.ENSP00000295589"
"2543" 2543 476 "ATP1A1" "9606.ENSP00000295598"
"2544" 2544 4286 "MITF" "9606.ENSP00000295600"
"2545" 2545 60675 "PROK2" "9606.ENSP00000295619"
"2546" 2546 116064 "LRRC58" "9606.ENSP00000295628"
"2547" 2547 11167 "FSTL1" "9606.ENSP00000295633"
"2548" 2548 6051 "RNPEP" "9606.ENSP00000295640"
"2549" 2549 3490 "IGFBP7" "9606.ENSP00000295666"
"2550" 2550 3577 "CXCR1" "9606.ENSP00000295683"
"2551" 2551 10109 "ARPC2" "9606.ENSP00000295685"
"2552" 2552 7203 "CCT3" "9606.ENSP00000295688"
"2553" 2553 27148 "STK36" "9606.ENSP00000295709"
"2554" 2554 -1 "-1" "9606.ENSP00000295713"
"2555" 2555 5798 "PTPRN" "9606.ENSP00000295718"
"2556" 2556 54738 "FEV" "9606.ENSP00000295727"
"2557" 2557 3549 "IHH" "9606.ENSP00000295731"
"2558" 2558 9497 "SLC4A7" "9606.ENSP00000295736"
"2559" 2559 8320 "EOMES" "9606.ENSP00000295743"
"2560" 2560 57650 "KIAA1524" "9606.ENSP00000295746"
"2561" 2561 84666 "RETNLB" "9606.ENSP00000295755"
"2562" 2562 79885 "HDAC11" "9606.ENSP00000295757"
"2563" 2563 5274 "SERPINI1" "9606.ENSP00000295777"
"2564" 2564 5584 "PRKCI" "9606.ENSP00000295797"
"2565" 2565 54884 "RETSAT" "9606.ENSP00000295802"
"2566" 2566 2168 "FABP1" "9606.ENSP00000295834"
"2567" 2567 4825 "NKX6-1" "9606.ENSP00000295886"
"2568" 2568 213 "ALB" "9606.ENSP00000295897"
"2569" 2569 152926 "PPM1K" "9606.ENSP00000295908"
"2570" 2570 57018 "CCNL1" "9606.ENSP00000295926"
"2571" 2571 51319 "RSRC1" "9606.ENSP00000295930"
"2572" 2572 8820 "HESX1" "9606.ENSP00000295934"
"2573" 2573 6853 "SYN1" "9606.ENSP00000295987"
"2574" 2574 2921 "CXCL3" "9606.ENSP00000296026"
"2575" 2575 6374 "CXCL5" "9606.ENSP00000296027"
"2576" 2576 5473 "PPBP" "9606.ENSP00000296028"
"2577" 2577 5196 "PF4" "9606.ENSP00000296029"
"2578" 2578 91392 "ZNF502" "9606.ENSP00000296091"
"2579" 2579 285126 "DNAJC5G" "9606.ENSP00000296097"
"2580" 2580 7349 "UCN" "9606.ENSP00000296099"
"2581" 2581 5500 "PPP1CB" "9606.ENSP00000296122"
"2582" 2582 7047 "TGM4" "9606.ENSP00000296125"
"2583" 2583 1230 "CCR1" "9606.ENSP00000296140"
"2584" 2584 83597 "RTP3" "9606.ENSP00000296142"
"2585" 2585 79442 "LRRC2" "9606.ENSP00000296144"
"2586" 2586 6997 "TDGF1" "9606.ENSP00000296145"
"2587" 2587 151636 "DTX3L" "9606.ENSP00000296161"
"2588" 2588 3693 "ITGB5" "9606.ENSP00000296181"
"2589" 2589 79753 "SNIP1" "9606.ENSP00000296215"
"2590" 2590 -1 "-1" "9606.ENSP00000296223"
